Date,ticker,High,Low,Open,Close,Volume,Adj Close
2022-06-30,MSFT,259.5299987792969,252.89999389648438,257.04998779296875,256.8299865722656,31730900,256.8299865722656
2022-07-01,MSFT,259.7699890136719,254.61000061035156,256.3900146484375,259.5799865722656,22825200,259.5799865722656
